6364656667;1234;3
6465666768;1234;3
6566676869;1234;3
6667686970;1234;3
6768697071;1234;3
6869707172;1234;3
6970717273;1234;3
7071727374;1234;3
7172737475;1234;3
7273747576;1234;3
7374757677;1234;3
7475767778;1234;3
7576777879;1234;3
7677787980;1234;3
7778798081;1234;3
7879808182;1234;3
7980818283;1234;3
8081828384;1234;3
8182838485;1234;3
8283848586;1234;3
8384858687;1234;3
8485868788;1234;3
8586878889;1234;3
8687888990;1234;3
8788899001;1234;3
8889900112;1234;3
8990011223;1234;3
9001122334;1234;3
9112233445;1234;3
9223344556;1234;3
9334455667;1234;3
9445566778;1234;3
9556677889;1234;3
9667788990;1234;3
9778899001;1234;3
9889900112;1234;3
9990011223;1234;3
1001122334;1234;3
1012233445;1234;3
1023344556;1234;3
1034455667;1234;3
1045566778;1234;3
1056677889;1234;3
1067788990;1234;3
1078899001;1234;3
1089900112;1234;3
1090011223;1234;3
1101122334;1234;3
1112233445;1234;3
1123344556;1234;3
1134455667;1234;3
1145566778;1234;3
1156677889;1234;3
1167788990;1234;3
1178899001;1234;3
1189900112;1234;3
1190011223;1234;3
1201122334;1234;3
1212233445;1234;3
1223344556;1234;3
1234455667;1234;3
1245566778;1234;3
1256677889;1234;3
1267788990;1234;3
1278899001;1234;3
1289900112;1234;3
1290011223;1234;3
1301122334;1234;3
1312233445;1234;3
1323344556;1234;3
1334455667;1234;3
1345566778;1234;3
1356677889;1234;3
1367788990;1234;3
1378899001;1234;3
1389900112;1234;3
1390011223;1234;3
1401122334;1234;3
1412233445;1234;3
1423344556;1234;3
1434455667;1234;3
1445566778;1234;3
1456677889;1234;3
1467788990;1234;3
1478899001;1234;3
1489900112;1234;3
1490011223;1234;3
1501122334;1234;3
1512233445;1234;3
1523344556;1234;3
1534455667;1234;3
1545566778;1234;3
1556677889;1234;3
1567788990;1234;3
1578899001;1234;3
1589900112;1234;3
1590011223;1234;3
1601122334;1234;3
1612233445;1234;3
1623344556;1234;3
1634455667;1234;3
1645566778;1234;3
1656677889;1234;3
1667788990;1234;3
1678899001;1234;3
1689900112;1234;3
1690011223;1234;3
1701122334;1234;3
1712233445;1234;3
1723344556;1234;3
1734455667;1234;3
1745566778;1234;3
1756677889;1234;3
1767788990;1234;3
1778899001;1234;3
1789900112;1234;3
1790011223;1234;3
1801122334;1234;3
1812233445;1234;3
1823344556;1234;3
1834455667;1234;3
1845566778;1234;3
1856677889;1234;3
1867788990;1234;3
1878899001;1234;3
1889900112;1234;3
1890011223;1234;3
1901122334;1234;3
1912233445;1234;3
1923344556;1234;3
